stock-greedy-a1-before	pressure=1	swap=3610.06M	power=AC Power
stock-greedy-a1-after	pressure=1	swap=3610.06M
ft5-greedy-b1-before	pressure=1	swap=3610.06M	power=AC Power
ft5-greedy-b1-after	pressure=1	swap=3610.06M
ft5-greedy-b2-before	pressure=1	swap=3610.06M	power=AC Power
ft5-greedy-b2-after	pressure=1	swap=3610.06M
stock-greedy-a2-before	pressure=1	swap=3610.06M	power=AC Power
stock-greedy-a2-after	pressure=1	swap=3594.06M
